﻿Murmum_10000_1,<MsgSectStyle>[I’ve acquired it. No need to review...]</>
Murmum_10000_2,<MsgSectStyle>[I’ve mastered it. No need to review...]</>
Murmum_10000_3,<MsgSectStyle>[Hey! I told you I don’t need to review !]</>
Murmum_10000_4,<MsgSectStyle>[I’ve acquired it. No need to review...]</>
Murmum_10000_5,<MsgSectStyle>[I’ve learned this skill! ]</>
Murmum_10007_1,[Nothing found...]
Murmum_10008_1,What’s this place? Anybody here? Hello? Hi? Oi —
Murmum_10009_1,Let’s spar once we’ve restored our Vigor.
Murmum_10010_1,The opponent is considering how to deal with you...thinking of the relations between you two and their attitude toward you...weighing the risks...
Murmum_40000_1,Forbidden area! No entry for strangers!
Murmum_50000_1,What are you looking at? Get out!
Murmum_50001_1,You wanna join our sect? Impossible!
Murmum_50002_1,Meet the entry requirements and you can become one of us!
Murmum_50003_1,"I’ve reported to the sect leader. The honorable one,you’ll receive the leader’s letter soon."
Murmum_50004_1,Hum? Get up!
Murmum_50005_1,Who’s hiding there? Come out!
Murmum_50006_1,Hum? Who’s there! !
Murmum_50007_1,Nice gear!
Murmum_50008_1,This Skill is perfect for me!
Murmum_50009_1,"Warrior,thank you for saving me!"
Murmum_50013_1,Horses like eating grass. Monkeys like eating pinecones or plums. Martens and snakes like eating meat and eggs. Eagles like eating meat.
Murmum_50014_1,Requires an area with a Kungfu Contest. I can’t wait any longer. Is there anything that a martial arts champion can’t do? Hahahaha!
Murmum_50015_1,"There’s a Bulletin Board at the Mountain Gate of every sect. You can take a look,see if you meet their Entry Requirements. But I’m not sure whether you’re worthy or not."
Murmum_50016_1,"You can use your Chi to heal minor injury. If the injury is too severe,you can go to clinic for healing. But Clinics often charge a high fee. .."
Murmum_50017_1,"Trade,complete commissions,or work at all kinds of stores. But doing illegal business always earns more. Ahaha,just like taking supplements will make you stronger!"
Murmum_50018_1,"Hehe,no one is invincible in this world. You can improve your power by collecting more skills,Inner Kungfu,Abilities,and Gears. But remember,only the fitting combination means the true power."
Murmum_50019_1,I heard that you can acquire advanced Qinggong at the Eagle Hunt Platform and Mirror Lake Stonewoods.
Murmum_50020_1,Give everything you owe me now!
Murmum_50021_1,"You’re not too stupid,huh? Now get out! Don’t mess with me! !"
Murmum_50022_1,That was your lesson today!
Murmum_50023_1,"Sorry,I didn’t mean to do this! Let’s forget this,shall we?"
Murmum_50024_1,"I'm tired today, come back tomorrow for advice"
Murmum_50025_1,"I'm tired today, first integrate what I just learned, and teach me tomorrow."
Murmum_50026_1,"(...Don't move around... Hold on for a while, the gate of heaven will open!!!)"
Murmum_60000_1,"Not bad,I bet you can unify the martial arts world."
Murmum_60001_1,"Haha,I just invented it. Didn’t expect there would be a side effect. I’ll find you when I fix this."
Murmum_60002_1,……
Murmum_60003_1,Humph! Don’t say I didn’t warn you!
Murmum_60004_1,"Good day,sir! May you live a long and healthy life!"
Murmum_60005_1,I’m too kind to see children poorer than me...
Murmum_60006_1,You made me cry! Time to say goodbye!
Murmum_60007_1,Thanks Bodhisattva!!
Murmum_60008_1,The cold wind is howling. The white snow is falling...
Murmum_60009_1,How did I meet a blind person...
Murmum_60010_1,Two healthy legs are way more important! Does my wisdom dwarf yours? Ahahaha!
Murmum_60011_1,"Even the most powerful one can be hurt by gossips and backstabbing,right? ?"
Murmum_60012_1,"A man of morality values righteousness,while the despicable eye silver and gold. The people who are merely profit-driven will eventually turn against you."
Murmum_60013_1,We’re two of the same kind! !
Murmum_60014_1,"This is what we call love,ahaha!"
Murmum_60015_1,"I made 38 couples get married! I did a quite good job,didn’t I?"
Murmum_60016_1,……
Murmum_60017_1,"Thank you for saving me! Here is a pill handed down from our ancestors. Please take it,warrior."
Murmum_60018_1,My leg is broken! Give me 1000 coins! Or I’ll find the seniors and accuse you of bullying me! !!
Murmum_60019_1,……
Murmum_60020_1,"Ah,the business isn’t going well these days..."
Murmum_60021_1,You’re seriously ill. I suggest you go to the Clinic at [Flora Valley] later on. Here is a [Marrow Refining Pill]. It can help you heal some of the ailments!
Murmum_60022_1,"Oh,I thought you’re a freshman."
Murmum_60023_1,"Haha,you’re not stupid,huh? Bye."
Murmum_60024_1,I must teach you a lesson! !
Murmum_60025_1,"Good! From this day on,we resolve to band together to face whatever lies ahead!"
Murmum_60026_1,Humph! Don’t say I didn’t warn you!
Murmum_60027_1,Nice!
Murmum_60028_1,Humph!
Murmum_60029_1,Put this on. You need to keep warm. You can’t catch a cold in this state.
Murmum_60030_1,You ask for this. Goodbye and never see you again.
Murmum_60031_1,Build the residence to shelter yourself from the cold and restore Vigor in it!
Murmum_60032_1,"Having a hot spring bath,taking a sip of tea at the teahouse,or listening to melodies at the Music House will cheer you up!"
Murmum_60033_1,"Really? Many thanks! Ahaha,I promise I’ll share it with you when I master it. !!"
Murmum_60034_1,It’s said the skill in this manual is the most powerful one in this world. Don’t you want to have a look at it? !
Murmum_60035_1,That stone lies on the Dragonhead in Longting. Find a way to get there on your own!
Murmum_60036_1,"Believe it or not,it’s up to you!"
Murmum_60037_1,"Here,here,let me mark a location for you. Go look over there."
Murmum_60038_1,Is there anyone who isn’t interested in treasure chest? !
Murmum_60039_1,Interact with others and click [Skills] to view.
Murmum_60040_1,Bye!
Murmum_60041_1,I marked a location for you. Go have a look.
Murmum_60042_1,I bumped into a pervert?
Murmum_61000_1,The {0} you taught is really amazing. I have benefited a lot and am endlessly grateful!
Murmum_61000_2,"Actually passed me {0}. In the future, I must repay your kindness!"
Murmum_61000_3,"It all depends on your guidance {0}. If it weren't for you, I would still be confused there."
