key,Source,Translated
﻿e2e5c50df0a2106d1d990f3d771856e8,These are the flowers in the back mountain. Are they beautiful?
f0df00061a0569077a2d55d9335cf0e8,"The fragrance is overflowing, this flower is just suitable for you, Senior Sister."
2c23b8778928cbfbfcba519f24de12d4,This flower is actually for my sweetheart.
677ff285fe1f607dfe61d9ced53aea34,I don't know who is the sweetheart of the senior sister?
cff40e93e924725c5cbec49485fc4e67,"There are trees on the tree and trees with branches, and the heart is pleasing to the king, and the king does not know it."
15d3e79046702d59b4aa3cbbb62caa2a,"(After speaking, the senior sister stuffed the flowers into my arms and ran away blushing.)"
2878a6b6f1b46faefd2e5dac8473527c,"Sister, she is so cute!"
27b3869b702559003989feb53b2939db,What a mess!
8d2fc34e6c0789aa4a1535527c0954f3,"Senior sister, you and I are both martial arts practitioners, how can we stick to love?"
1e5cca9874c885afe9c35409958a53e0,"snort! fool! fool! fool! Brother, you are a big fool! I hate you the most!"
fd61e555386b2c920c4532885ce4fc43,"(The senior sister stomped her feet and ran away with a face of shame and anger, really inexplicable.)"
6b54a0386d2238707d24ff8850f3eb33,"The fragrance is overflowing, I don't know where the senior sister picked it?"
cc3ac8bbe7792b1eba991cdff4b54f4a,"Flowers go well with beauties, Junior Sister, you are so beautiful, this flower is the best match."
7332e52bb275f77964a0fd6b004cc888,"I also think you are beautiful, sister."
40e6faef816e65afb22a4f6ac961f11d,"(Senior sister blushed, stuffed the flower into my arms, gave me a coy look, and ran away.)"
b95bb7ddbdac0f1179e809f499011336,"(I sniffed the flowers in my arms. Apart from freshness, there was also a woman's fragrance.)"
7cac1a3ed83331b7cc2a4eeebfad166c,What a lovely sister.
007619b2532caae5bee6938fb2edb02d,"It was just a play on the occasion, throwing away the flowers."
3518efd0a013ad007a8edab0c7873a30,"Sister, this is not good."
9a62def28a72fdba0496d695e607062a,"Alas, my feelings for you, Junior Sister, may indeed be hard for you to accept. Goodbye."
48d361136132ac9610f7b6e51ca4304b,"(The senior sister sighs resentfully, turns and leaves.)"
a6bf62ff104d3d9d6f35fe2a1cdcf126,"Senior sister, even you can't interrupt my practice."
3f0d3537764176439de93f616d3f48d2,"So, is it the senior sister who disturbed you?"
11eeff8650cc431788a5d0362d77358a,"The senior sister ran away crying, she was really strange."
386fdf4592fc1ad71cfac8e2e4ed3936,As long as you know it!
23919a9ecdb31e7d808716f2d65eb06b,"You killed my enemy, and I thank you no matter what! !"
0bd3a1e12866fd4db04dbe32820e0fa4,"We are blood relatives, this is what I should do! !"
07f1effe8217ac63663cc0f5295aa240,"Even so, I am very grateful, you can take this thing."
a3fccde6074b2d61c53cfe00f09c95db,"The attitude of the other party has changed, and he gave me a treasure"
94a5c429334328991826d2f92087293c,"I avenged {0}{1}, and {0}{1} not only became closer to me, but also gave me a treasure."
dd1105f15cf73be8f48e467ebddbb8e1,leave
007f3352031a811c65c3559a22183632,"We belong to the same sect, and we can do it with little effort."
35af698f5324cc2ab53e3c5c9fe52b92,"Since you are in the same family, since you have helped me, I will never forget this kindness!"
9100a9df3937996496c4b4fa379a36f1,"You and I are inseparable, why do you have to do such a big gift"
f5ab0e4c2bf7ff0a6e134bf79cc96db4,"You and I are bound together with Jinlan, and you helped me get out of this bad breath again today, I will keep my gratitude in my heart!"
ecf7fcb456d48636c9a357ea5628009a,I just do it by hand
